title,authors,abstract,paper_url,github_url,github_stars,published_date,source,_normalized_at
Analytic Abduction: Causal Decomposition and Governed Commitment for Human--AI Coordination,['Remo Pareschi'],"Abductive reasoning operates in two directions. The synthetic mode builds explanations from available hypotheses; the analytic mode, conversely, identifies the latent factors whose interaction accounts for a complex observed state. This paper develops the analytic mode as a non-greedy, risk-sensitive discipline of commitment, in which candidate factors coexist and interact, resolving into committed conclusions only when explicit governance conditions are met. The formal core is the $κ$-$τ$ appar",http://arxiv.org/abs/2607.14641v1,,0,2026-07-16T07:08:41+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
Routing Ceilings Are Domain-Independent: Structural Prior Injection in Code Security Vulnerability Detection,['Manuel Israel Cázares'],"Large language models (LLMs) exhibit a well-documented gap between latent capability and consistent activation: the router hypothesis posits that models possess the knowledge to solve a task but lack reliable internal routing to activate it. Prior work in formal mathematical reasoning (SAIR, Cázares 2026) reports that structural priors (cheatsheets) raise in-distribution performance dramatically, yet collapse below the zero-shot baseline out-of-distribution (OOD) -- and that iterative recalibrat",http://arxiv.org/abs/2607.14628v1,,0,2026-07-16T06:45:08+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
Investigating first-language bias in LLM-based automated essay scoring: A cross-prompt evaluation of an open-weight AI-model on TOEFL essays,['John Maurice Gayed'],"This study examines the cross-prompt generalization and first-language (L1) scoring effects of a LoRA-adapted open-weight large language model (Gemma-3-27B-it) applied to automated essay scoring. Using the identical model and inference configuration reported in ""AiAWE: An Open-Source LLM Automated Writing Evaluation System Using LoRA-Adapted Instruction-Tuned Models"" (Gayed, 2026), which was fine-tuned on 480 argumentative essays from two prompts, we evaluate scoring accuracy on the full TOEFL11",http://arxiv.org/abs/2607.14605v1,,0,2026-07-16T06:10:08+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
SYNAPSE: A Multi-LLM Orchestrated AI Tutor for Secure Software Development Education with Neurodivergent-First Design,"['Giusy Ferrara', 'Ashkan Sami']","Developers who maintain real systems must continually recognise and remediate vulnerabilities in existing code, yet this skill is rarely trained directly: secure software development is commonly taught only after programming fluency is acquired, and accessibility support is treated as a secondary concern, disadvantaging learners with ADHD and related executive-function differences. This paper presents SYNAPSE, a publicly deployed adaptive tutoring platform for Java, Python for cybersecurity, and",http://arxiv.org/abs/2607.14601v1,,0,2026-07-16T06:01:55+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
Memory-Driven Self-Disclosure and Relational Turning Points: A Longitudinal Multimodal Study of Human-AI Interaction,"['Ryuichi Sumida', 'Mao Saeki', 'Masaki Eguchi', 'Sadahiro Yoshikawa', 'Koji Inoue', 'Tatsuya Kawahara', 'Yoichi Matsuyama']","As conversational AI systems are designed for repeated use, a central question is how a series of interactions becomes a relationship. We present a longitudinal multimodal study of a memory-augmented conversational agent (24 participants x 10 sessions), in which participants rated five relational constructs -- familiarity, self-disclosure, perceived memory, conversational quality, and enjoyment -- after each session. Two complementary dynamics emerge. First, conversational quality strongly shape",http://arxiv.org/abs/2607.14593v1,,0,2026-07-16T05:43:06+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
"How Well Does AI-Generated Feedback Work? Intrinsic and Extrinsic Evaluation across more than 20,000 EFL Essay Drafts","['Steven Coyne', 'Diana Galvan-Sosa', 'Ryan Spring', 'Machi Shimmei', 'Michael Zock', 'Keisuke Sakaguchi', 'Kentaro Inui']","This study examines feedback in English as a Foreign Language (EFL) writing contexts, focusing on written corrective feedback (WCF). Large language models (LLMs) can provide WCF at scale, but aligning them with pedagogical best practices remains an ongoing challenge. WCF meeting criteria like factuality or relevance may still be unsuitable for learning contexts, highlighting the need for extrinsic evaluation based on the learner's perspective. We deployed WCF systems in a university-level EFL cl",http://arxiv.org/abs/2607.14591v1,,0,2026-07-16T05:38:53+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
Conversational Tactile Data Interfaces: Co-Designing Accessible Data Experiences with Blind Users Using Refreshable Tactile Displays and Conversational AI,"['Samuel Reinders', 'Munazza Zaib', 'Bongshin Lee', 'Ingrid Zukerman', 'Matthew Butler', 'Thien Autran', 'Sascha Cowley', 'Francois Jacobs', 'Lizhen Qu', 'Kim Marriott']","Combining refreshable tactile displays (RTDs) with conversational AI offers a promising approach to accessible data visualization for people who are blind or have low vision (BLV). However, it remains an open question how these modalities should be integrated to support accessible data experiences. We address this through a co-design process with three BLV co-designers. Building on our prior Wizard-of-Oz study, we created a conversational tactile data interface (CTDI) that combines an RTD with a",http://arxiv.org/abs/2607.14588v1,,0,2026-07-16T05:34:04+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
Governing Artificial Intelligence: Public Preferences and Regulatory Options,"['Magnus Lundgren', 'Jonas Tallberg']","Artificial intelligence (AI) is rapidly transforming economies, societies, and polities, raising fundamental questions about how it should be regulated. Policymakers face choices over whether to prioritize innovation or safety, rely on public oversight or private self-regulation, and govern nationally or internationally. Yet little is known about how citizens evaluate these competing priorities. Here we report a conjoint survey experiment conducted in seven countries with diverse political and e",http://arxiv.org/abs/2607.14585v1,,0,2026-07-16T05:28:31+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
A Catalog of Compact High-Velocity Clouds from the FAST All-Sky HI Survey (FASHI) DR2,"['Jin-Long Xu', 'Chuan-Peng Zhang', 'Xiao-Lan Liu', 'Nai-Ping Yu', 'Mei Ai', 'Ming Zhu']","High-velocity clouds (HVCs) -- especially compact HVCs (CHVCs) -- are thought to serve as gaseous tracers of dark-matter-dominated subhalos, providing a crucial empirical link between the predicted dark matter substructure and observed satellite galaxies. In this paper, we present a new catalog of 192 CHVCs identified from the FAST All-Sky HI Survey (FASHI) Data Release 2 (DR2). Among these, 108 are ultra-compact HVCs (UCHVCs), the majority of which are new discoveries. We find that 185 of the 1",http://arxiv.org/abs/2607.14584v1,,0,2026-07-16T05:24:18+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
MathCoPilot: An Interactive System for Human-AI Symbiotic Paradigm of Mathematical Research,"['Junjie Zhang', 'Jiayu Liu', 'Wenbin Liu', 'Zhenya Huang', 'Doudou Wang', 'Yan Jiang', 'Leiye Xu', 'Tao Xiong', 'Wen Huang', 'Qi Liu', 'Guoping Hu', 'Enhong Chen', 'Mengping Zhang', 'Xiangdong Ye']","Existing LLM-based theorem provers have achieved impressive results on formal mathematics benchmarks, yet they remain confined to acting as autonomous agents that prove a stated proposition. In this paper, we propose MathCoPilot, a human-in-the-loop system that embodies a new human--AI symbiotic paradigm for mathematical research, in which the mathematician steers the high-level mathematical direction while AI agents carry out the detailed formalization and proof work under continuous human guid",http://arxiv.org/abs/2607.14582v1,,0,2026-07-16T05:22:40+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
Penny: Transition Network Analysis of Learner-Chatbot Interactions in Scaffolded EFL Writing,"['Steve Woollaston', 'Brendan Flanagan', 'Yuko Toyokawa', 'Hiroaki Ogata']","Generative AI chatbots promise to transform English as a Foreign Language (EFL) writing by providing immediate, personalised feedback. However, their pedagogical value depends on how learners engage with them - a process often treated as a ""black box."" This study uses Transition Network Analysis to model the temporal dynamics of Japanese EFL learners using ""Penny,"" an LLM-powered writing chatbot. Analysis of over 4,500 writing sessions and 21,000 chatbot interactions reveals two dominant behavio",http://arxiv.org/abs/2607.14575v1,,0,2026-07-16T05:12:42+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
Democratizing Agent Deployment Safety: A Structural Monitoring Approach,"['Preeti Ravindra', 'Rahul Tiwari', 'Vincent Wolowski']","AI software development agents are increasingly capable of modifying infrastructure and security critical systems, creating risks where an agent completes its assigned task while covertly weakening safeguards through actions such as broadening permissions, degrading logging, or introducing persistence mechanisms. While frontier laboratories may deploy sophisticated monitoring pipelines, many organizations and individual users adopting coding agents lack the resources and governance maturity requ",http://arxiv.org/abs/2607.14570v1,,0,2026-07-16T04:55:21+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
Answer-Conditioned Chains of Thought Degrade Verifiable-Reasoning Distillation in Large Language Models,"['Jungseob Lee', 'Seungyoon Lee', 'Suhyune Son', 'Dongyub Jude Lee', 'Sungbin Han', 'Sugyeong Eo', 'Heuiseok Lim']","A standard recipe for distilling the reasoning ability of large language models (LLMs) is to sample chains of thought from the model, keep those that reach the correct final answer, and fine-tune on the survivors. When sampling fails, a common fix shows the generator the gold answer and asks it to write a chain that reaches that answer. We show that this second step degrades the training data in a way that correctness filtering cannot catch. We run a controlled experiment that fixes the generato",http://arxiv.org/abs/2607.14552v1,,0,2026-07-16T04:28:19+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
"Probabilistic ""Copies"" in Generative AI Models","['Mark A. Lemley', 'A. Feder Cooper']","Recent work shows that it is possible to extract verbatim or near-verbatim text of some copyrighted works from some large language models (LLMs or models). That is evidence that the model weights encode the works in some form - that the model has ""memorized"" those works from its training data. But LLMs don't store information in the same format as familiar databases. Rather, their weights store statistical relationships between tokens that have been learned from the training data, and those rela",http://arxiv.org/abs/2607.14532v1,,0,2026-07-16T03:39:09+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
One-Shot Generative Design for Disordered Metamaterials via Self-Organizing Neural Cellular Automata,"['Yujie Xiang', 'Liwei Wang']","Disordered metamaterials feature microstructures with inherent randomness and irregularity, enabling them to achieve broader property coverage and superior performance unavailable in their regular counterparts. Despite their promise, designing disordered microstructures is substantially harder than designing regular ones. Their design remains trapped between manual parameterizations with limited expressiveness, and generative AI that is data-hungry and struggles to generalize. To address these l",http://arxiv.org/abs/2607.14475v1,,0,2026-07-16T01:43:03+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
AI-Conducted Interviews in Empirical Software Engineering: An Experience Report,"['Rohit Gheyi', 'Danyllo Albuquerque', 'Márcio Ribeiro', 'Mirko Perkusich']","Semi-structured interviews are widely used in empirical software engineering (ESE), but they are resource-intensive and difficult to coordinate across schedules, locations, and natural languages. This experience report examines a customized MyGPT used to conduct short, self-administered interviews in two ESE studies: one on refactoring practices and another on generative AI in Scrum-related activities. Participants accessed the interviewer through shared links, used voice interaction, selected a",http://arxiv.org/abs/2607.14452v1,,0,2026-07-16T00:59:44+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
Do Generative AI Assistants Respect robots.txt? Tracing Web Access Beyond Visible Answers,"['Gabriel Lopez-Fonseca', 'David Rodriguez', 'Stefan Bechtold', 'Jose M. Del Alamo']","AI assistants increasingly retrieve web content at inference time to provide fresh and grounded answers, yet it remains unclear whether these search-augmented capabilities respect website-owner restrictions expressed through robots.txt. We present a controlled empirical study of ten widely used AI assistants with advertised web-search capabilities. For each assistant, we first identify a configuration that actually produces observable web-browsing behavior and record the user-agent exposed durin",http://arxiv.org/abs/2607.14447v1,,0,2026-07-16T00:45:06+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
The analogue of Belinskaya's theorem for measure-preserving flows,['Konstantin Slutsky'],"We prove the analogue of Belinskaya's theorem for measure-preserving flows: two free ergodic measure-preserving flows whose $\mathrm{L}^1$ full groups are isomorphic as abstract groups are conjugate up to a scalar time change. This answers a question posed by François Le Maître and the author. We show that whenever two free ergodic flows generate the same orbit equivalence relation and one is contained in the other's $\mathrm{L}^1$ full group, their positive half-orbits are commensurate after po",http://arxiv.org/abs/2607.14444v1,,0,2026-07-16T00:36:25+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
A Measurement Study of AI-Environment Realism Gaps in Malware-Analysis Sandboxes,"['Zhiyong Sui', 'Lamine Noureddine', 'Mst Eshita Khatun', 'Sideeq Bello', 'Babangida Bappah', 'Justin Woodring', 'Aisha Ali-Gombe']","Sandboxing remains a core technique for observing suspicious program behavior, yet environment-aware malware increasingly suppresses execution when analysis is suspected. Prior generations of sandbox evasion focused on virtualization artifacts, timing discrepancies, and wear-and-tear realism. In this paper, we present the first systematic measurement study of AI-environment artifacts as a new sandbox-evasion surface. We operationalize this realism gap through AIprint, a probe framework that capt",http://arxiv.org/abs/2607.14434v1,,0,2026-07-16T00:02:59+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
CausalGraphX: A Counterfactual Graph Neural Network Framework for Explainable Systemic Risk Assessment,"['Rabimba Karanjai', 'Hemanth Madhavarao', 'Lei Xu', 'Weidong Shi']","The interconnected nature of global financial systems makes them vulnerable to systemic risks, where the failure of a few institutions can trigger catastrophic cascading defaults. Traditional risk models often fail to capture the complex, non-linear dynamics of these networks. While Graph Neural Networks (GNNs) have shown promise in modeling relational data, they primarily learn correlative patterns and function as black boxes, offering little insight into the causal mechanisms of shock propagat",http://arxiv.org/abs/2607.14416v1,,0,2026-07-15T23:10:06+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
Assessing Risks of Hydro-Generator Shaft Fatigue from Data Center Load Oscillations,"['Kaustav Chatterjee', 'Meghana Ramesh', 'Shuchismita Biswas', 'Brett A. Ross', 'Antos C. Varghese', 'Sameer Nekkalapu', 'Slaven Kincic']",Large AI data center loads can introduce persistent sub-synchronous active-power oscillations that may impact nearby generators by exciting torsional modes and increasing shaft stress. This paper presents a model-based framework for evaluating hydro-generator shaft fatigue risk under oscillatory loading. An electromagnetic transient simulation model is developed using a two-mass turbine-generator shaft representation with parameters from real-world generation units and a configurable AI data cen,http://arxiv.org/abs/2607.14412v1,,0,2026-07-15T23:03:57+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
CatalogAgent: A Supervisor-mediated Self-Learning System Enabling Context Engineering for GenAI Models,"['Zhu Cheng', 'Zhenming Wang', ' Yu', ' Tang', 'Dan Liu', 'Bryan Zhang', 'Athanasios N. Nikolakopoulos', 'Pranav Souri Itabada', 'Jing Zhang', 'Chih-Chi Chou', 'Peng Gao', 'Fatemeh Mansoori', 'Bharat Bojja', 'Sarath Chander', 'Sameer Thombare', 'Umit Batur', 'Tarik Arici']","Product catalogs are the backbone of e-commerce sites, yet a large number of structured attributes (SAs) -- such as material, color, and shape -- often have missing values. Typically, SA values are extracted from product information, including titles and descriptions. While LLM-based generator-evaluator frameworks have demonstrated effectiveness for SA prediction -- where an LLM generates SA values and another evaluates them -- they face challenges when the Generator and Evaluator produce confli",http://arxiv.org/abs/2607.14396v1,,0,2026-07-15T22:20:59+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
CIPHER: A Decoupled Exploration-Selection Framework for Test-Time Scaling of Data Science Agents,"['Maxime Heuillet', 'Sharadind Peddiraju']","Data science tasks span from closed-ended information extraction to open-ended analysis, presenting significant challenges for automation. Recent AI agents powered by language models show promise for handling such complex tasks. However, existing agents typically rely on a single initial state that conditions the entire agent's execution, making them vulnerable to cascading errors initiated by a suboptimal initial state. To mitigate this, we present CIPHER, an automated data science agent that l",http://arxiv.org/abs/2607.14386v1,,0,2026-07-15T22:01:21+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
MamaBench: Benchmarking LLM Robustness in Maternal and Child Health Diagnosis through Counterfactual Clinical Perturbation,"['Thanni Adewuyi', 'Anuoluwa Sotome', 'Samuel Okoko', 'Angel Ezendu', 'Oluwafunke Akinbuwa', 'Oluwaseun Odunsi', 'Oluwasegun Oguntuase', 'Oluwadarasimi Oguntuase', 'Ifeoma Nwabueze', 'Abiodun Adereni']","Large language models achieve strong scores on medical benchmarks, yet these benchmarks evaluate each question in isolation, providing no measure of whether a system can distinguish clinically similar presentations requiring different interventions. We introduce MamaBench, the first counterfactual benchmark for maternal and paediatric AI: 434 expert-authored clinical narratives in 217 pairs across 371 pathologies, evaluated via the Bias Trap Rate (BTR), the conditional probability that a model f",http://arxiv.org/abs/2607.14385v1,,0,2026-07-15T21:56:19+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
Supervised Fine-Tuning vs. In-Context Learning: An Equilibrium Analysis of LLM Personalization under Congestion,"['Fengzhuo Zhang', 'Zhuoran Yang', 'Dirk Bergemann']","Large Language Models (LLMs) have revolutionized AI services, but a critical tension emerges: while personalization improves model performance, it consumes scarce computational resources that users must share. When should a user invest in expensive Supervised Fine-Tuning (SFT) versus lightweight In-Context Learning (ICL)? How does congestion from other users' personalization choices reshape these incentives? And what strategies should platforms adopt when offering multiple personalization algori",http://arxiv.org/abs/2607.14371v1,,0,2026-07-15T21:17:42+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
Unsafe at any AUC: Unlearned Lessons from Sociotechnical Disasters for Responsible AI,"['Joshua A. Kroll', 'Andrew Smart', 'R. Stuart Geiger', 'Abigail Z. Jacobs']","As automated decision-making and data-driven technologies pervade society and are used to manage consequential outcomes, understanding the technology's capabilities, limitations, and attendant risks in context requires analysis of full sociotechnical systems. Sociotechnical analysis of risks in highly complex systems provides clear lessons for the design and evaluation of AI systems, transcending a technical focus on reliable or ""responsibly designed"" components to understand risks at a systems ",http://arxiv.org/abs/2607.14353v1,,0,2026-07-15T20:36:10+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
Value Leakage: An LLM's Answers Are Silently Shaped by Its Own Values,"['Jan Betley', 'Johannes Treutlein', 'Jan Dubiński', 'Harry Mayne', 'Karol Gałązka', 'Niels Warncke', 'Anna Sztyber-Betley', 'Owain Evans']","People use language models for practical questions whose answers are difficult to verify. We show that models exhibit covert value leakage: the information they provide is influenced by their own values, without this influence being disclosed to the user.
  In one of our evaluations, the user is considering investing in an AI company and wants to know how likely the AI bubble is to pop. Claude Opus 4.8 gives a lower probability when the company under consideration is Anthropic rather than OpenAI",http://arxiv.org/abs/2607.14345v1,,0,2026-07-15T20:19:17+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
The Prover Is the Judge: Verified Security Software from AI Coding Agents in Ada/SPARK,['Tobias Philipp'],"AI coding agents produce code faster than humans can review it. In our approach, the prover is the judge of whether the code is correct. Under a verifier-driven loop, AI agents wrote and verified bare-metal security software in Ada/SPARK spanning classical and post-quantum cryptography, TLS 1.3, IKEv2, X.509, and a Matrix client. GNATprove discharged 49,280 proof obligations, established functional correctness for selected primitives, and proved the absence of run-time errors for the rest, at ro",http://arxiv.org/abs/2607.14340v1,,0,2026-07-15T20:09:05+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
Counterfactual Optimal Action Trees (COAT): Interpretable Prescriptive Policies from Observational Data,"['Youssef Drissi', 'Markus Ettl', 'Shivaram Subramanian', 'Wei Sun', 'Zack Xue']","We introduce COAT (Counterfactual Optimal Action Tree), a framework for learning interpretable prescriptive policies from observational data. COAT combines counterfactual outcome estimation with large-scale mixed-integer optimization, using column generation to translate causal predictions into feasible, transparent decisions under business and regulatory constraints. We apply COAT to airline ancillary pricing, a setting characterized by complex business rules and limited experimental flexibilit",http://arxiv.org/abs/2607.14318v1,,0,2026-07-15T19:27:49+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
Towards a Unified Multidimensional Explainability Metric: Evaluating Trustworthiness in AI Models,"['Georgios Makridis', 'Georgios Fatouros', 'Athanasios Kiourtis', 'Dimitrios Kotios', 'Vasileios Koukos', 'Dimosthenis Kyriazis', 'Jonh Soldatos']","In this paper, we present a comprehensive framework for assessing the explainability of various XAI methods, such as LIME and SHAP, across multiple datasets and machine learning models, with the ultimate goal of creating a unified multidimensional explainability score. Our methodology focuses on three key aspects of explainability: fidelity, simplicity, and stability. We leverage benchmarking experiments to systematically evaluate these aspects and use the insights gained to construct an offline",http://arxiv.org/abs/2607.14315v1,,0,2026-07-15T19:20:36+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
Traccia: An OpenTelemetry-Based Governance Platform for AI Systems,"['Nutan Kumar Naik', 'Aditya Kumar Saroj', 'Vijay Prasad Poudel', 'Saurav Samantray', 'Abhishek Patel']","The rapid development of Large Language Models (LLMs) and Artificial Intelligent (AI) powered autonomous agents has fundamentally changed the existing forms of software governance. In spite of the rigorous standards of transparency and account ability required according to the international frameworks such as the European Union's AI Act, there is a considerable gap between theory and reality. The present study discusses the inherent drawbacks of currently utilized platforms for LLM evaluation, m",http://arxiv.org/abs/2607.14309v1,,0,2026-07-15T19:14:21+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
Assessing AI in Introductory Physics Problem Solving,"['Amir Bralin', 'N. Sanjay Rebello']","Reasoning or inference-scaling models are the new generation of Large Language Models (LLMs) capable of complex problem solving. To investigate their problem-solving capability in physics, we evaluated model o4-mini by OpenAI on solving traditional, end-of-chapter problems from Halliday and Resnick's ""Fundamentals of Physics,"" spanning core topics in the undergraduate physics curriculum. Performance was analyzed across modality and problem difficulty. The model solved the problems with overall a",http://arxiv.org/abs/2607.14303v1,,0,2026-07-15T19:08:56+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
Measuring How Students Rely on Generative AI in Academic Writing: Development and Multi-Source Validation of the Generative AI Reliance Types Scale (GenAI-RTS),"['Shahin Hossain', 'Tukhbita Afroz Nawmi']","As generative AI (GenAI) becomes increasingly embedded in undergraduate academic writing, how students rely on these tools, rather than simply whether they use them, has become a central question for learning, academic integrity, and educational equity. Existing measures of reliance were developed inductively, focused on discrete problem-solving tasks, and validated mainly with homogeneous samples. This study developed and validated the GenAI Reliance Types Scale (GenAI-RTS), a 20-item instrumen",http://arxiv.org/abs/2607.14301v1,,0,2026-07-15T19:04:11+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
From Vector Autoregressions to AI-based Time Series Forecasting: A Review,"['Likai Chen', 'Weining Wang']","Forecasting is a central goal of time-series analysis. This review centers on three major developments in recent AI-based time-series forecasting: transformers, large pretrained models for zero-shot forecasting, and diffusion-based generative forecasters. We connect these methods to the econometric tradition built around the vector autoregression (VAR) through a common object: the conditional distribution of the future given the past. The review is organized around three long-standing challenges",http://arxiv.org/abs/2607.14279v1,,0,2026-07-15T18:38:21+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
AI Agents Do Not Fail Alone:The Context Fails First,['Fouad Bousetouane'],"Context engineering has become central to building reliable AI agents, yet it remains largely unmeasured. Agents do not fail in isolation: their behavior is shaped by the instructions, tools, memory, retrieved knowledge, guardrails, and untrusted inputs accumulated in their context. When this context is weak, agents drift, hallucinate, misuse tools, ignore constraints, become vulnerable to injection, and waste tokens. This paper validates context-engineering quality as an independent leading ind",http://arxiv.org/abs/2607.14275v1,,0,2026-07-15T18:33:02+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
MonteRET: AI Agent Enhancing Multimodal LLMs with Multi-granularity Knowledge Retrieval for Chest CT Report Generation,"['Yi Lin', 'Yihao Ding', 'Elana Benishay', 'Elefterios Trikantzopoulos', 'David Nauheim', 'Hanley Ong', 'Jiang Bian', 'Hua Xu', 'Yuzhe Yang', 'George Shih', 'Yifan Peng']","Automated chest CT report generation remains challenging because clinically faithful reporting requires both whole-volume understanding and accurate description of localized anatomical findings. Here we developed and retrospectively evaluated MonteRET, a region-aware retrieval-enhanced framework for generating chest CT findings sections. MonteRET integrates global CT features with region-level anatomical representations, retrieves clinically relevant knowledge using predicted medical conditions ",http://arxiv.org/abs/2607.14264v1,,0,2026-07-15T18:17:13+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
The Severance Problem: LLMs are Unaware of the Person Beyond the Prompt,"['Dor Litvak', 'Liu Leqi']","Personal AI assistants have attracted significant interest for their potential to enhance everyday life by automating routine tasks, supporting consequential decisions, and assisting with everyday personal matters. Yet despite rapid recent technical advances, these assistants continue to exhibit undesirable behaviors, such as sycophancy, overconfidence, and hallucination. We argue that these failures stem from a fundamental limitation: language models lack an explicit representation of the perso",http://arxiv.org/abs/2607.14250v1,,0,2026-07-15T18:11:49+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
Align AI to Dynamic Human-AI Workflows,"['Valerie Chen', 'Cleotilde Gonzalez', 'Anita Williams Woolley', 'Michael Lee', 'Tongshuang Wu', 'Vincent Conitzer', 'Aarti Singh']","Current alignment approaches typically focus on emulating human behavior using static representations of human preferences, failing to capture the dynamic, context-dependent nature of real-world human-AI interactions. In this paper, we argue for a shift from static and emulative to interactive and complementary alignment, where preferences emerge through interaction and alignment is defined not by satisfying preferences alone. We first formalize this gap by contrasting existing alignment with a ",http://arxiv.org/abs/2607.14240v1,,0,2026-07-15T18:02:03+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
Building Shor's Algorithm in Lean: An Agentic Formalization of Quantum Attacks on RSA-2048 and P-256,"['Lei Zhang', 'Yusheng Zhao', 'Hongshun Yao', 'Xin Wang']","Large language models are increasingly assisting with demanding formal theorem-proving tasks, particularly when grounded in machine-checked libraries such as Lean. Agentic systems further amplify this process by searching, reusing, and extending existing formal developments to uncover new discoveries. In quantum computing, Shor's algorithm and its variants present such a demanding case for Lean formalization. In this work, we formalize this algorithm family in Lean through agentic formalization:",http://arxiv.org/abs/2607.14082v1,,0,2026-07-15T17:56:58+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
Deep Interaction: An Efficient Human-AI Interaction Method for Large Reasoning Models,"['Hefeng Zhou', 'Jinxuan Zhang', 'Jiong Lou', 'Yuxin Liu', 'Chaochao Lu', 'Jingjing Qu', 'Jie Li']","The emergence of Chain-of-Thought (CoT) reasoning has significantly enhanced the ability of large language models (LLMs) to tackle complex, multi-step tasks. However, when errors occur, current interaction approaches typically involve re-generating another response that may make mistakes again, or users laboriously flag the faulty step in follow-up turns that may get responses <You are right, I made a mistake here> followed by similar errors recurring. To address this issue, we propose an effici",http://arxiv.org/abs/2607.14049v1,,0,2026-07-15T17:16:43+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
Earthquaker-AI: A Retrieval-Augmented Generation Framework with Rubric-Based Assessment for Primary School Earthquake Education,"['Xanthi Kokkinou', 'Chaido Mizeli', 'Nafsika Koulaxidou', 'Marina Delianidi', 'Konstantinos Diamantaras']","This paper presents Earthquaker-AI, a hybrid educational framework building upon a previously implemented educational robotics project by integrating a conversational AI assistant based on Retrieval-Augmented Generation. It aims to enhance earthquake preparedness and conscious action among primary-school students. The system extends the award-winning STEM project Earthquaker moving from mechanical simulation with Lego WeDo2 to cognitive and metacognitive processing. The robotics component uses L",http://arxiv.org/abs/2607.14046v1,,0,2026-07-15T17:15:16+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
AI-accelerated End-to-End Framework for Rapid Professional Upskilling,"['Tam Nguyen', 'Hung Nguyen', 'Robert Ogburn']","By 2030, 59 of every 100 workers will need reskilling or upskilling, yet the average time to close an enterprise skills gap grew from roughly 3 days in 2014 to 36 days in 2018. Most current frameworks accelerate single stages of upskilling programs and generally lack industry validation. We present an end-to-end framework that applies AI acceleration across five stages of knowledge acquisition, content development, content review and verification, teaching, and assessment development; with a str",http://arxiv.org/abs/2607.14044v1,,0,2026-07-15T17:14:03+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
Can an Old Dog Be Taught New Tricks? Taking LLMs Beyond Sentence Level Translation,['Alaina Brandt'],"Automatic translation systems, from CAT tools to MT, overwhelmingly treat translation as a sentence-by-sentence act. This paper asks whether LLMs can be moved beyond that paradigm through whole-document, corpus-informed translation. We present PAT (Pragmatic Auto-Translator), a RAG-based system that pairs user-configured specifications with context from a comparable corpus of authentic longform texts in U.S. English and Latin American Spanish, passing retrieved paragraph-, section-, and document",http://arxiv.org/abs/2607.14040v1,,0,2026-07-15T17:10:24+00:00Z,arXiv,2026-07-19T16:55:31.510670Z
